Year;MAKE;MODEL;VEHICLE CLASS;ENGINE SIZE;CYLINDERS;TRANSMISSION;FUEL;FUEL CONSUMPTION;COEMISSIONS 
2000;GMC;SONOMA;PICKUP TRUCK - SMALL;43;6;M5;X;162;322
2000;GMC;SONOMA 4X4;PICKUP TRUCK - STANDARD;43;6;A4;X;168;345
2000;GMC;SONOMA 4X4;PICKUP TRUCK - STANDARD;43;6;M5;X;163;329
2000;HONDA;ACCORD;MID-SIZE;3;6;A4;X;13;260
2000;HONDA;ACCORD DX;MID-SIZE;23;4;A4;X;122;246
2000;HONDA;ACCORD DX;MID-SIZE;23;4;M5;X;115;235
2000;HONDA;ACCORD EX/LX;MID-SIZE;23;4;A4;X;118;237
2000;HONDA;ACCORD EX/LX;MID-SIZE;23;4;M5;X;108;221
2000;HONDA;CIVIC COUPE Si;SUBCOMPACT;16;4;A4;X;105;216
2000;HONDA;CIVIC COUPE Si;SUBCOMPACT;16;4;M5;X;98;205
2000;HONDA;CIVIC COUPE SiR;SUBCOMPACT;16;4;M5;Z;109;223
2000;HONDA;CIVIC CX/DX/LX/EX;SUBCOMPACT;16;4;A4;X;10;202
2000;HONDA;CIVIC CX/DX/LX/EX;SUBCOMPACT;16;4;M5;X;88;184
2000;HONDA;CR-V;SUV;2;4;A4;X;125;267
2000;HONDA;CR-V;SUV;2;4;M5;X;125;267
2000;HONDA;INSIGHT;SUBCOMPACT;1;3;M5;X;49;104
2000;HONDA;ODYSSEY;MINIVAN;35;6;A4;X;149;292
2000;HONDA;PRELUDE;SUBCOMPACT;22;4;AS4;Z;127;260
2000;HONDA;PRELUDE;SUBCOMPACT;22;4;M5;Z;12;251
2000;HONDA;S2000;SUBCOMPACT;2;4;M6;Z;131;269
2000;HYUNDAI;ACCENT;COMPACT;15;4;A4;X;105;209
2000;HYUNDAI;ACCENT;COMPACT;15;4;M5;X;97;198
2000;HYUNDAI;ELANTRA;COMPACT;2;4;A4;X;122;242
2000;HYUNDAI;ELANTRA;COMPACT;2;4;M5;X;113;223
2000;HYUNDAI;ELANTRA WAGON;STATION WAGON - SMALL;2;4;A4;X;125;248
2000;HYUNDAI;ELANTRA WAGON;STATION WAGON - SMALL;2;4;M5;X;114;228
2000;HYUNDAI;SONATA 2.4L;MID-SIZE;24;4;A4;X;13;260
2000;HYUNDAI;SONATA 2.5L;MID-SIZE;25;6;A4;X;132;262
2000;HYUNDAI;TIBURON;SUBCOMPACT;2;4;A4;X;122;244
2000;HYUNDAI;TIBURON;SUBCOMPACT;2;4;M5;X;114;228
2000;INFINITI;G20;COMPACT;2;4;A4;X;116;235
2000;INFINITI;G20;COMPACT;2;4;M5;X;114;230
2000;INFINITI;I30;MID-SIZE;3;6;A4;X;134;265
2000;INFINITI;QX4 4X4;SUV;33;6;A4;X;177;366
2000;ISUZU;HOMBRE;PICKUP TRUCK - SMALL;22;4;A4;X;138;278
2000;ISUZU;HOMBRE;PICKUP TRUCK - SMALL;22;4;M5;X;122;246
2000;ISUZU;HOMBRE;PICKUP TRUCK - SMALL;43;6;A4;X;154;313
2000;ISUZU;HOMBRE 4X4;PICKUP TRUCK - STANDARD;43;6;A4;X;168;345
2000;ISUZU;RODEO 4X4;SUV;32;6;A4;X;166;340
2000;ISUZU;RODEO 4X4;SUV;32;6;M5;X;168;347
2000;ISUZU;TROOPER 4X4;SUV;35;6;A4;X;178;366
2000;ISUZU;TROOPER 4X4;SUV;35;6;M5;X;179;368
2000;JAGUAR;S-TYPE V6;MID-SIZE;3;6;A5;Z;148;290
2000;JAGUAR;S-TYPE V8;MID-SIZE;4;8;A5;Z;153;308
2000;JAGUAR;VANDEN PLAS;MID-SIZE;4;8;A5;Z;155;306
2000;JAGUAR;VANDEN PLAS SUPERCHARGED;MID-SIZE;4;8;A5;Z;166;331
2000;JAGUAR;XJ8;COMPACT;4;8;A5;Z;155;306
2000;JAGUAR;XJR #;COMPACT;4;8;A5;Z;165;331
2000;JAGUAR;XK8;SUBCOMPACT;4;8;A5;Z;154;304
2000;JAGUAR;XK8 CONVERTIBLE;MINICOMPACT;4;8;A5;Z;155;306
2000;JAGUAR;XKR #;SUBCOMPACT;4;8;A5;Z;157;313
2000;JAGUAR;XKR CONVERTIBLE #;MINICOMPACT;4;8;A5;Z;163;324
2000;JEEP;CHEROKEE 4X4;SUV;4;6;A4;X;166;338
2000;JEEP;CHEROKEE 4X4;SUV;4;6;M5;X;154;317
2000;JEEP;GRAND CHEROKEE 4X4;SUV;4;6;A4;X;165;336
2000;JEEP;GRAND CHEROKEE 4X4;SUV;47;8;A4;X;18;363
2000;JEEP;TJ 4X4;SUV;25;4;A3;X;166;357
2000;JEEP;TJ 4X4;SUV;25;4;M5;X;147;315
2000;JEEP;TJ 4X4;SUV;4;6;A3;X;173;368
2000;JEEP;TJ 4X4;SUV;4;6;M5;X;167;347
2000;KIA;SEPHIA;COMPACT;18;4;A4;X;117;235
2000;KIA;SEPHIA;COMPACT;18;4;M5;X;112;237
2000;KIA;SPORTAGE 4X4;SUV;2;4;A4;X;134;294
2000;KIA;SPORTAGE 4X4;SUV;2;4;M5;X;128;288
2000;LAND ROVER;DISCOVERY SERIES II 4X4;SUV;4;8;A4;Z;196;403
2000;LAND ROVER;RANGE ROVER 4X4;SUV;4;8;A4;Z;196;403
2000;LAND ROVER;RANGE ROVER 4X4;SUV;46;8;A4;Z;221;458
2000;LEXUS;ES 300;COMPACT;3;6;A4;X;138;276
2000;LEXUS;GS 300;MID-SIZE;3;6;A5;Z;137;281
2000;LEXUS;GS 400;MID-SIZE;4;8;A5;Z;15;299
2000;LEXUS;LS 400;MID-SIZE;4;8;A5;Z;143;285
2000;LEXUS;LX 470;SUV;47;8;A4;X;194;405
2000;LEXUS;RX 300;SUV;3;6;A4;X;142;292
2000;LEXUS;RX 300 4X4;SUV;3;6;A4;X;144;299
2000;LINCOLN;CONTINENTAL;FULL-SIZE;46;8;A4;Z;152;297
2000;LINCOLN;LS;MID-SIZE;3;6;A5;X;154;304
2000;LINCOLN;LS;MID-SIZE;3;6;M5;X;155;304
2000;LINCOLN;LS;MID-SIZE;39;8;A5;X;159;313
2000;LINCOLN;NAVIGATOR 4X4;SUV;54;8;A4;Z;214;430
2000;LINCOLN;TOWN CAR;FULL-SIZE;46;8;A4;X;153;304
2000;MAZDA;626;MID-SIZE;2;4;A4;X;127;258
2000;MAZDA;626;MID-SIZE;2;4;M5;X;106;219
2000;MAZDA;626;MID-SIZE;25;6;A4;Z;137;278
2000;MAZDA;626;MID-SIZE;25;6;M5;Z;133;271
2000;MAZDA;B3000;PICKUP TRUCK - STANDARD;3;6;A4;X;156;313
2000;MAZDA;B3000;PICKUP TRUCK - STANDARD;3;6;M5;X;162;322
2000;MAZDA;B4000;PICKUP TRUCK - STANDARD;4;6;A5;X;171;357
2000;MAZDA;B4000;PICKUP TRUCK - STANDARD;4;6;M5;X;155;320
2000;MAZDA;B4000 4X4;PICKUP TRUCK - STANDARD;4;6;A5;X;172;354
2000;MAZDA;B4000 4X4;PICKUP TRUCK - STANDARD;4;6;M5;X;165;343
2000;MAZDA;MILLENIA;COMPACT;25;6;A4;Z;138;276
2000;MAZDA;MILLENIA #;COMPACT;23;6;A4;Z;137;271
2000;MAZDA;MPV;MINIVAN;25;6;A4;X;152;313
2000;MAZDA;MX-5 MIATA;SUBCOMPACT;18;4;A4;X;119;244
2000;MAZDA;MX-5 MIATA;SUBCOMPACT;18;4;M5;X;111;230
2000;MAZDA;MX-5 MIATA;SUBCOMPACT;18;4;M6;X;115;239
2000;MAZDA;PROTEGE;COMPACT;16;4;A4;X;106;221
2000;MAZDA;PROTEGE;COMPACT;16;4;M5;X;98;207
2000;MAZDA;PROTEGE;COMPACT;18;4;A4;X;112;230
2000;MAZDA;PROTEGE;COMPACT;18;4;M5;X;102;212
2000;MERCEDES-BENZ;C 230 KOMPRESSOR #;COMPACT;23;4;A5;Z;125;251
2000;MERCEDES-BENZ;C 280;COMPACT;28;6;A5;Z;127;258
2000;MERCEDES-BENZ;C 43 AMG;COMPACT;43;8;A5;Z;147;304
2000;MERCEDES-BENZ;CLK 320;SUBCOMPACT;32;6;A5;Z;129;255
2000;MERCEDES-BENZ;CLK 320 CABRIOLET;MINICOMPACT;32;6;A5;Z;136;269
2000;MERCEDES-BENZ;CLK 430;SUBCOMPACT;43;8;A5;Z;144;290
2000;MERCEDES-BENZ;CLK 430 CABRIOLET;MINICOMPACT;43;8;A5;Z;152;304
2000;MERCEDES-BENZ;E 320;MID-SIZE;32;6;A5;Z;129;253
2000;MERCEDES-BENZ;E 320 4MATIC;MID-SIZE;32;6;A5;Z;131;262
2000;MERCEDES-BENZ;E 320 4MATIC WAGON;STATION WAGON - MID-SIZE;32;6;A5;Z;135;274
2000;MERCEDES-BENZ;E 320 WAGON;STATION WAGON - MID-SIZE;32;6;A5;Z;132;267
2000;MERCEDES-BENZ;E 430;MID-SIZE;43;8;A5;Z;146;292
2000;MERCEDES-BENZ;E 430 4MATIC;MID-SIZE;43;8;A5;Z;151;306
2000;MERCEDES-BENZ;E 55 AMG;MID-SIZE;55;8;A5;Z;16;317
2000;MERCEDES-BENZ;ML 320;SUV;32;6;A5;Z;161;336
2000;MERCEDES-BENZ;ML 430;SUV;43;8;A5;Z;17;354
2000;MERCEDES-BENZ;S 430;FULL-SIZE;43;8;A5;Z;153;304
2000;MERCEDES-BENZ;S 500;FULL-SIZE;5;8;A5;Z;161;320
2000;MERCEDES-BENZ;SL 500;SUBCOMPACT;5;8;A5;Z;163;322
2000;MERCEDES-BENZ;SL 600;SUBCOMPACT;6;12;A5;Z;201;393
2000;MERCEDES-BENZ;SLK 230 KOMPRESSOR #;SUBCOMPACT;23;4;A5;Z;12;242
2000;MERCEDES-BENZ;SLK 230 KOMPRESSOR #;SUBCOMPACT;23;4;M5;Z;126;246
2000;NISSAN;ALTIMA;COMPACT;24;4;A4;X;128;258
2000;NISSAN;ALTIMA;COMPACT;24;4;M5;X;116;235
2000;NISSAN;FRONTIER;PICKUP TRUCK - STANDARD;24;4;A4;X;135;283
2000;NISSAN;FRONTIER;PICKUP TRUCK - STANDARD;24;4;M5;X;121;255
2000;NISSAN;FRONTIER 4X4;PICKUP TRUCK - STANDARD;24;4;M5;X;149;313
2000;NISSAN;FRONTIER V6;PICKUP TRUCK - STANDARD;33;6;A4;X;168;350
2000;NISSAN;FRONTIER V6;PICKUP TRUCK - STANDARD;33;6;M5;X;161;345
2000;NISSAN;FRONTIER V6 4X4;PICKUP TRUCK - STANDARD;33;6;A4;X;173;361
2000;NISSAN;FRONTIER V6 4X4;PICKUP TRUCK - STANDARD;33;6;M5;X;162;350
2000;NISSAN;MAXIMA;MID-SIZE;3;6;A4;X;134;265
2000;NISSAN;MAXIMA;MID-SIZE;3;6;M5;X;123;253
2000;NISSAN;PATHFINDER 4X4;SUV;33;6;A4;X;173;361
2000;NISSAN;PATHFINDER 4X4;SUV;33;6;M5;X;165;357
2000;NISSAN;QUEST;MINIVAN;33;6;A4;X;155;306
2000;NISSAN;XTERRA;SUV;24;4;M5;X;142;292
2000;NISSAN;XTERRA V6;SUV;33;6;A4;X;165;343
2000;NISSAN;XTERRA V6;SUV;33;6;M5;X;159;338
2000;NISSAN;XTERRA V6 4X4;SUV;33;6;A4;X;173;361
2000;NISSAN;XTERRA V6 4X4;SUV;33;6;M5;X;162;350
2000;OLDSMOBILE;ALERO;COMPACT;24;4;A4;X;121;242
2000;OLDSMOBILE;ALERO;COMPACT;24;4;M5;X;125;244
2000;OLDSMOBILE;ALERO;COMPACT;34;6;A4;X;136;262
2000;OLDSMOBILE;INTRIGUE;MID-SIZE;35;6;A4;X;147;283
2000;OLDSMOBILE;SILHOUETTE;MINIVAN;34;6;A4;X;14;281
2000;PLYMOUTH;PROWLER;SUBCOMPACT;35;6;AS4;Z;154;308
2000;PONTIAC;BONNEVILLE;FULL-SIZE;38;6;A4;X;144;276
2000;PONTIAC;BONNEVILLE #;FULL-SIZE;38;6;A4;Z;151;290
2000;PONTIAC;FIREBIRD/FORMULA;SUBCOMPACT;38;6;A4;X;139;269
2000;PONTIAC;FIREBIRD/FORMULA;SUBCOMPACT;38;6;M5;X;138;265
2000;PONTIAC;FIREBIRD/FORMULA;SUBCOMPACT;57;8;A4;Z;149;299
2000;PONTIAC;FIREBIRD/FORMULA;SUBCOMPACT;57;8;M6;Z;149;290
2000;PONTIAC;FIREFLY;SUBCOMPACT;1;3;M5;X;71;147
2000;PONTIAC;FIREFLY;SUBCOMPACT;13;4;A3;X;91;191
2000;PONTIAC;FIREFLY;SUBCOMPACT;13;4;M5;X;76;156
2000;PONTIAC;GRAND AM;COMPACT;24;4;A4;X;121;242
2000;PONTIAC;GRAND AM;COMPACT;24;4;M5;X;125;244
2000;PONTIAC;GRAND AM;COMPACT;34;6;A4;X;136;262
2000;PONTIAC;GRAND PRIX;MID-SIZE;31;6;A4;X;131;255
2000;PONTIAC;GRAND PRIX;MID-SIZE;38;6;A4;X;135;262
2000;PONTIAC;GRAND PRIX #;MID-SIZE;38;6;A4;Z;15;288
2000;PONTIAC;MONTANA;MINIVAN;34;6;A4;X;14;281
2000;PONTIAC;SUNFIRE;SUBCOMPACT;22;4;A3;X;118;242
2000;PONTIAC;SUNFIRE;SUBCOMPACT;22;4;A4;X;116;232
2000;PONTIAC;SUNFIRE;SUBCOMPACT;22;4;M5;X;122;235
2000;PONTIAC;SUNFIRE;SUBCOMPACT;24;4;A4;X;125;248
2000;PONTIAC;SUNFIRE;SUBCOMPACT;24;4;M5;X;121;235
2000;PORSCHE;911 CARRERA;MINICOMPACT;34;6;AS5;Z;16;308
2000;PORSCHE;911 CARRERA;MINICOMPACT;34;6;M6;Z;154;301
2000;PORSCHE;911 CARRERA 4;MINICOMPACT;34;6;AS5;Z;16;313
2000;PORSCHE;911 CARRERA 4;MINICOMPACT;34;6;M6;Z;157;311
2000;PORSCHE;BOXSTER;TWO-SEATER;27;6;AS5;Z;153;301
2000;PORSCHE;BOXSTER;TWO-SEATER;27;6;M5;Z;15;297
2000;PORSCHE;BOXSTER S;TWO-SEATER;32;6;AS5;Z;159;311
2000;PORSCHE;BOXSTER S;TWO-SEATER;32;6;M6;Z;15;294
2000;SAAB;9-3 TURBO;MID-SIZE;2;4;A4;X;134;274
2000;SAAB;9-3 TURBO;MID-SIZE;2;4;M5;X;129;255
2000;SAAB;9-3 TURBO;MID-SIZE;23;4;M5;X;131;258
2000;SAAB;9-5 TURBO;FULL-SIZE;23;4;A4;X;139;276
2000;SAAB;9-5 TURBO;FULL-SIZE;23;4;M5;X;132;260
2000;SAAB;9-5 TURBO;FULL-SIZE;3;6;A4;X;143;283
2000;SAAB;9-5 WAGON TURBO;STATION WAGON - MID-SIZE;23;4;A4;X;139;276
2000;SAAB;9-5 WAGON TURBO;STATION WAGON - MID-SIZE;23;4;M5;X;132;260
2000;SAAB;9-5 WAGON TURBO;STATION WAGON - MID-SIZE;3;6;A4;X;143;283
2000;SATURN;LS;MID-SIZE;22;4;A4;X;119;239
2000;SATURN;LS;MID-SIZE;22;4;M5;X;122;235
2000;SATURN;LS;MID-SIZE;3;6;A4;X;133;269
2000;SATURN;LW WAGON;STATION WAGON - MID-SIZE;22;4;A4;X;121;244
2000;SATURN;LW WAGON;STATION WAGON - MID-SIZE;3;6;A4;X;133;269
2000;SATURN;SC;SUBCOMPACT;19;4;A4;X;101;200
2000;SATURN;SC;SUBCOMPACT;19;4;M5;X;98;191
2000;SATURN;SC #;SUBCOMPACT;19;4;A4;X;106;207
2000;SATURN;SC #;SUBCOMPACT;19;4;M5;X;103;202
2000;SATURN;SL;COMPACT;19;4;A4;X;101;198
2000;SATURN;SL;COMPACT;19;4;M5;X;93;184
2000;SATURN;SL #;COMPACT;19;4;A4;X;106;207
2000;SATURN;SL #;COMPACT;19;4;M5;X;103;202
2000;SATURN;SW WAGON #;STATION WAGON - SMALL;19;4;A4;X;106;207
2000;SATURN;SW WAGON #;STATION WAGON - SMALL;19;4;M5;X;103;202
2000;SUBARU;FORESTER AWD;SUV;25;4;A4;X;122;246
2000;SUBARU;FORESTER AWD;SUV;25;4;M5;X;125;248
2000;SUBARU;IMPREZA AWD;SUBCOMPACT;22;4;A4;X;117;239
2000;SUBARU;IMPREZA AWD;SUBCOMPACT;22;4;M5;X;118;242
2000;SUBARU;IMPREZA AWD;SUBCOMPACT;25;4;A4;X;118;244
2000;SUBARU;IMPREZA AWD;SUBCOMPACT;25;4;M5;X;128;258
2000;SUBARU;IMPREZA WAGON AWD;STATION WAGON - SMALL;22;4;A4;X;117;239
2000;SUBARU;IMPREZA WAGON AWD;STATION WAGON - SMALL;22;4;M5;X;118;242
2000;SUBARU;LEGACY AWD;COMPACT;25;4;A4;X;122;253
2000;SUBARU;LEGACY AWD;COMPACT;25;4;M5;X;125;253
2000;SUBARU;LEGACY WAGON AWD;STATION WAGON - MID-SIZE;25;4;A4;X;122;255
2000;SUBARU;LEGACY WAGON AWD;STATION WAGON - MID-SIZE;25;4;M5;X;125;253
2000;SUZUKI;ESTEEM;SUBCOMPACT;16;4;A4;X;99;205
2000;SUZUKI;ESTEEM;SUBCOMPACT;16;4;M5;X;88;182
2000;SUZUKI;ESTEEM WAGON;STATION WAGON - SMALL;18;4;A4;X;103;209
2000;SUZUKI;ESTEEM WAGON;STATION WAGON - SMALL;18;4;M5;X;96;196
2000;SUZUKI;GRAND VITARA 4X4;SUV;25;6;A4;X;142;304
2000;SUZUKI;GRAND VITARA 4X4;SUV;25;6;M5;X;138;294
2000;SUZUKI;SWIFT;SUBCOMPACT;13;4;A3;X;91;191
2000;SUZUKI;SWIFT;SUBCOMPACT;13;4;M5;X;76;156
2000;SUZUKI;VITARA 4X4;SUV;2;4;A4;X;117;251
2000;SUZUKI;VITARA 4X4;SUV;2;4;M5;X;118;253
2000;SUZUKI;VITARA CONVERTIBLE 4X4;SUV;16;4;M5;X;105;228
2000;SUZUKI;VITARA CONVERTIBLE 4X4;SUV;2;4;A4;X;117;253
2000;SUZUKI;VITARA CONVERTIBLE 4X4;SUV;2;4;M5;X;118;255
2000;TOYOTA;4RUNNER 4X4;SUV;27;4;A4;X;142;301
2000;TOYOTA;4RUNNER 4X4;SUV;27;4;M5;X;154;320
2000;TOYOTA;4RUNNER 4X4;SUV;34;6;A4;X;157;334
2000;TOYOTA;4RUNNER 4X4;SUV;34;6;M5;X;157;331
2000;TOYOTA;AVALON;FULL-SIZE;3;6;A4;X;127;251
2000;TOYOTA;CAMRY;MID-SIZE;22;4;A4;X;118;239
2000;TOYOTA;CAMRY;MID-SIZE;22;4;M5;X;114;228
2000;TOYOTA;CAMRY;MID-SIZE;3;6;A4;X;134;267
2000;TOYOTA;CAMRY SOLARA;COMPACT;22;4;A4;X;118;239
2000;TOYOTA;CAMRY SOLARA;COMPACT;3;6;A4;X;134;267
2000;TOYOTA;CAMRY SOLARA;COMPACT;3;6;M5;X;127;253
2000;TOYOTA;CAMRY SOLARA CONVERTIBLE;SUBCOMPACT;3;6;A4;X;14;278
2000;TOYOTA;CELICA;SUBCOMPACT;18;4;A4;X;101;205
2000;TOYOTA;CELICA;SUBCOMPACT;18;4;AS4;Z;116;237
2000;TOYOTA;CELICA;SUBCOMPACT;18;4;M5;X;10;209
2000;TOYOTA;CELICA;SUBCOMPACT;18;4;M6;Z;116;230
2000;TOYOTA;COROLLA;COMPACT;18;4;A4;X;93;189
2000;TOYOTA;COROLLA;COMPACT;18;4;M5;X;87;179
2000;TOYOTA;ECHO;COMPACT;15;4;A4;X;86;179
2000;TOYOTA;ECHO;COMPACT;15;4;M5;X;82;173
2000;TOYOTA;RAV4;SUV;2;4;A4;X;113;235
2000;TOYOTA;RAV4;SUV;2;4;M5;X;112;232
2000;TOYOTA;RAV4 4X4;SUV;2;4;A4;X;122;258
2000;TOYOTA;RAV4 4X4;SUV;2;4;M5;X;121;258
2000;TOYOTA;RAV4 SOFT TOP;SUV;2;4;A4;X;113;235
2000;TOYOTA;RAV4 SOFT TOP;SUV;2;4;M5;X;112;232
2000;TOYOTA;RAV4 SOFT TOP 4X4;SUV;2;4;A4;X;118;251
2000;TOYOTA;RAV4 SOFT TOP 4X4;SUV;2;4;M5;X;119;253
2000;TOYOTA;SIENNA;MINIVAN;3;6;A4;X;143;288
2000;TOYOTA;TACOMA;PICKUP TRUCK - STANDARD;24;4;A4;X;126;267
2000;TOYOTA;TACOMA;PICKUP TRUCK - STANDARD;24;4;M5;X;122;253
2000;TOYOTA;TACOMA;PICKUP TRUCK - STANDARD;27;4;A4;X;14;301
2000;TOYOTA;TACOMA;PICKUP TRUCK - STANDARD;34;6;A4;X;153;324
2000;TOYOTA;TACOMA 4X4;PICKUP TRUCK - STANDARD;27;4;A4;X;142;301
2000;TOYOTA;TACOMA 4X4;PICKUP TRUCK - STANDARD;27;4;M5;X;157;329
2000;TOYOTA;TACOMA 4X4;PICKUP TRUCK - STANDARD;34;6;A4;X;152;324
2000;TOYOTA;TACOMA 4X4;PICKUP TRUCK - STANDARD;34;6;M5;X;157;331
2000;TOYOTA;TUNDRA;PICKUP TRUCK - STANDARD;34;6;A4;X;157;331
2000;TOYOTA;TUNDRA;PICKUP TRUCK - STANDARD;34;6;M5;X;16;336
2000;TOYOTA;TUNDRA;PICKUP TRUCK - STANDARD;47;8;A4;X;173;363
2000;TOYOTA;TUNDRA 4X4;PICKUP TRUCK - STANDARD;34;6;A4;X;172;368
2000;TOYOTA;TUNDRA 4X4;PICKUP TRUCK - STANDARD;34;6;M5;X;171;363
2000;TOYOTA;TUNDRA 4X4;PICKUP TRUCK - STANDARD;47;8;A4;X;182;382
2000;VOLKSWAGEN;CABRIO;SUBCOMPACT;2;4;A4;X;126;253
2000;VOLKSWAGEN;CABRIO;SUBCOMPACT;2;4;M5;X;112;230
2000;VOLKSWAGEN;EUROVAN;MINIVAN;28;6;A4;X;176;357
2000;VOLKSWAGEN;EUROVAN CAMPER;MINIVAN;28;6;A4;X;186;375
2000;VOLKSWAGEN;GOLF;COMPACT;18;4;A4;Z;121;248
2000;VOLKSWAGEN;GOLF;COMPACT;18;4;M5;Z;111;225
2000;VOLKSWAGEN;GOLF;COMPACT;2;4;A4;X;119;244
2000;VOLKSWAGEN;GOLF;COMPACT;2;4;M5;X;112;228
2000;VOLKSWAGEN;GOLF TDI DIESEL;COMPACT;19;4;A4;D;81;192
2000;VOLKSWAGEN;GOLF TDI DIESEL;COMPACT;19;4;M5;D;67;165
2000;VOLKSWAGEN;GTI;COMPACT;18;4;M5;Z;111;225
2000;VOLKSWAGEN;GTI;COMPACT;2;4;A4;X;119;244
2000;VOLKSWAGEN;GTI;COMPACT;2;4;M5;X;112;228
2000;VOLKSWAGEN;GTI;COMPACT;28;6;M5;X;132;260
2000;VOLKSWAGEN;JETTA;COMPACT;18;4;A4;Z;121;248
2000;VOLKSWAGEN;JETTA;COMPACT;18;4;M5;Z;111;225
2000;VOLKSWAGEN;JETTA;COMPACT;2;4;A4;X;119;244
2000;VOLKSWAGEN;JETTA;COMPACT;2;4;M5;X;112;228
2000;VOLKSWAGEN;JETTA;COMPACT;28;6;A4;X;142;283
2000;VOLKSWAGEN;JETTA;COMPACT;28;6;M5;X;136;267
2000;VOLKSWAGEN;JETTA TDI DIESEL;COMPACT;19;4;A4;D;81;192
2000;VOLKSWAGEN;JETTA TDI DIESEL;COMPACT;19;4;M5;D;67;165
2000;VOLKSWAGEN;NEW BEETLE;SUBCOMPACT;18;4;A4;Z;119;248
2000;VOLKSWAGEN;NEW BEETLE;SUBCOMPACT;18;4;M5;Z;106;223
2000;VOLKSWAGEN;NEW BEETLE;SUBCOMPACT;2;4;A4;X;119;244
2000;VOLKSWAGEN;NEW BEETLE;SUBCOMPACT;2;4;M5;X;112;228
2000;VOLKSWAGEN;NEW BEETLE TDI DIESEL;SUBCOMPACT;19;4;A4;D;81;192
2000;VOLKSWAGEN;NEW BEETLE TDI DIESEL;SUBCOMPACT;19;4;M5;D;67;165
2000;VOLKSWAGEN;PASSAT;MID-SIZE;18;4;A5;Z;132;258
2000;VOLKSWAGEN;PASSAT;MID-SIZE;18;4;M5;Z;112;225
2000;VOLKSWAGEN;PASSAT;MID-SIZE;28;6;A5;Z;147;288
2000;VOLKSWAGEN;PASSAT;MID-SIZE;28;6;M5;Z;134;262
2000;VOLKSWAGEN;PASSAT WAGON;STATION WAGON - MID-SIZE;18;4;A5;Z;132;258
2000;VOLKSWAGEN;PASSAT WAGON;STATION WAGON - MID-SIZE;18;4;M5;Z;112;225
2000;VOLKSWAGEN;PASSAT WAGON;STATION WAGON - MID-SIZE;28;6;A5;Z;147;288
2000;VOLKSWAGEN;PASSAT WAGON;STATION WAGON - MID-SIZE;28;6;M5;Z;134;262
2000;VOLVO;C70 CONVERTIBLE TURBO;SUBCOMPACT;23;5;A4;Z;142;285
2000;VOLVO;C70 CONVERTIBLE TURBO;SUBCOMPACT;23;5;M5;Z;134;269
2000;VOLVO;C70 CONVERTIBLE TURBO;SUBCOMPACT;24;5;A4;Z;139;278
2000;VOLVO;C70 TURBO;COMPACT;23;5;A4;Z;139;274
2000;VOLVO;C70 TURBO;COMPACT;23;5;M5;Z;13;260
2000;VOLVO;C70 TURBO;COMPACT;24;5;A4;Z;136;274
2000;VOLVO;S70;MID-SIZE;24;5;A5;Z;132;262
2000;VOLVO;S70;MID-SIZE;24;5;M5;Z;126;251
2000;VOLVO;S70 AWD TURBO;MID-SIZE;24;5;A4;Z;144;288
2000;VOLVO;S70 GLT TURBO;MID-SIZE;24;5;A4;Z;136;274
2000;VOLVO;S70 T5 TURBO;MID-SIZE;23;5;A4;Z;139;274
2000;VOLVO;S70 T5 TURBO;MID-SIZE;23;5;M5;Z;13;260
2000;VOLVO;S80 2.9;MID-SIZE;29;6;A4;Z;145;285
2000;VOLVO;S80 T-6;MID-SIZE;28;6;AS4;Z;151;297
2000;VOLVO;V70;STATION WAGON - MID-SIZE;24;5;A5;Z;132;262
2000;VOLVO;V70;STATION WAGON - MID-SIZE;24;5;M5;Z;126;251
2000;VOLVO;V70 AWD TURBO;STATION WAGON - MID-SIZE;24;5;A4;Z;144;288
2000;VOLVO;V70 GLT TURBO;STATION WAGON - MID-SIZE;24;5;A4;Z;136;274
2000;VOLVO;V70 T5 TURBO;STATION WAGON - MID-SIZE;23;5;A4;Z;139;274
2000;VOLVO;V70 T5 TURBO;STATION WAGON - MID-SIZE;23;5;M5;Z;13;260
2000;VOLVO;V70R AWD TURBO;STATION WAGON - MID-SIZE;24;5;A5;Z;147;299
